1451918047,741.3800,742.1400,735.2900,739.0000,177400
1451918391,739.6921,742.0300,738.9320,741.9800,61200
1451918655,736.0000,739.5899,735.5526,739.5150,49900
1451918941,737.9700,739.3700,735.2400,735.9599,63800
1451919243,739.2800,740.3800,737.5800,737.6400,68900
1451919542,740.7000,741.3900,739.0900,739.5064,80200
1451919844,735.2000,740.8442,735.1000,740.6700,75100
1451920148,736.9800,737.5300,735.0000,735.2000,51000
1451920499,735.1099,737.3925,733.5552,736.6500,45700
1451920740,733.7800,735.7595,733.3310,734.7600,52400
1451921040,733.5730,735.1000,733.0000,733.8799,35200
1451921351,733.3600,734.2550,732.3500,733.5400,29400
1451921645,733.3600,734.2700,732.6000,733.3100,24200
1451921998,734.2000,734.5700,732.0100,733.0800,22400
1451922240,732.4400,734.5500,731.2700,734.4373,34300
1451922541,736.3500,736.3600,732.4150,732.5500,65600
1451922843,736.3540,737.2000,735.1600,736.0000,70300
1451923140,734.7000,736.1400,734.2100,736.0150,30300
1451923499,732.4800,734.6359,732.0000,734.5000,29600
1451923740,732.1200,733.3700,731.5300,732.1400,38900
1451924040,734.0100,734.4300,731.6600,731.9500,36200
1451924340,734.3400,735.2000,734.0100,734.5300,41600
1451924642,733.5800,734.4400,733.2118,734.0601,25400
1451924951,733.9900,734.1800,732.6500,733.9400,40600
1451925247,735.4400,735.4400,733.0400,734.0000,36000
1451925543,736.6600,737.3100,734.5100,735.0600,32800
1451925897,736.7100,737.9997,735.2800,736.2270,23900
1451926173,737.0000,737.4999,735.9600,736.9900,26800
1451926499,736.7100,737.0000,735.2800,737.0000,24800
1451926746,736.1400,737.2500,735.4500,736.7100,26400
1451927055,734.6100,735.9560,733.5800,735.9560,22900
1451927340,735.2600,736.0800,734.2200,734.2800,36800
1451927642,734.7800,736.0600,734.2700,735.2410,30700
1451927968,735.1800,735.5973,734.6700,734.8600,11400
1451928240,735.4700,736.2099,734.8000,735.2600,16900
1451928555,734.6900,735.7867,734.6900,735.7867,20200
